RecAreaAddressID,RecAreaID,RecAreaAddressType,RecAreaStreetAddress1,RecAreaStreetAddress2,RecAreaStreetAddress3,City,PostalCode,AddressStateCode,AddressCountryCode,LastUpdatedDate
857628,13979,Physical,3rd and Pine Streets,,,Philadelphia,PA,19106,USA,2021-11-29
857629,13979,Mailing,c/o Independence National Historical Park,143 S. 3rd Street,,Philadelphia,PA,19106,USA,2021-11-29
857630,2949,Physical,315 Second Avenue,,,Medora,ND,58645,USA,2021-11-29
857631,2949,Mailing,PO Box 7,,,Medora,ND,58645,USA,2021-11-29
857632,13981,Physical,28 East 20th Street,,,New York,NY,10003,USA,2021-09-23
857633,13982,Physical,Theodore Roosevelt Inaugural Site,641 Delaware Avenue,,Buffalo,NY,14202,USA,2021-09-23
857634,2945,Physical,George Washington Memorial Parkway,northbound lanes between Roosevelt Bridge and Key Bridge,,Arlington,VA,22209,USA,2021-09-23
857635,2945,Mailing,700 George Washington Memorial Parkway,,,McLean,VA,22101,USA,2021-09-23
857636,13537,Physical,218 Spring Street,,,Catskill,NY,12414,USA,2021-09-23
857637,13537,Mailing,PO Box 426,218 Spring Street,,Catskill,NY,12414,USA,2021-09-23
857638,2668,Physical,211 Main Street,,,West Orange,NJ,07052     ,USA,2021-09-23
857639,13983,Physical,"16 East Basin Drive, SW",,,Washington,DC,200024,USA,2021-09-23
857640,13983,Mailing,900 Ohio Drive SW,,,Washington,DC,20024,USA,2021-09-23
857641,13984,Physical,6655 Rose Hill Road,,,Port Tobacco,MD,20677,USA,2022-10-17
857642,2951,Physical,2038 W. Alpine Loop Road,,,American Fork,UT,84003,USA,2022-10-18
857643,2951,Mailing,2038 W. Alpine Loop Road,,,American Fork,UT,84003,USA,2022-10-18
857644,2952,Physical,12713 Fort Caroline Road,,,Jacksonville,FL,32225,USA,2022-12-10
857645,2953,Physical,26260 N AZ Hwy 188 Lot 2,,,Roosevelt,AZ,85545,USA,2021-09-23
857646,13985,Physical,85 Touro Street,,,Newport,RI,02840     ,USA,2021-09-23
857647,2955,Physical,National Trails,Trail of Tears National Historic Trail,1100 Old Santa Fe Trail,Santa Fe,NM,87505,USA,2021-09-23
857648,2955,Mailing,National Trails,Trail of Tears National Historic Trail,PO Box 728,Santa Fe,NM,87504,USA,2021-09-23
857649,13540,Physical,44340 Hwy 139,,,Tuelake,CA,96134     ,USA,2022-07-01
857650,13540,Mailing,P.O. Box 1240,,,Tulelake,CA,96134,USA,2022-07-01
857651,14510,Physical,Tule Springs Fossil Beds National Monument,16001 Corn Creek Rd,,Las Vegas,NV,89166,USA,2021-09-23
857652,2958,Physical,1895 E Frontage Road,,,Tumacacori,AZ,85640,USA,2021-11-29
857653,2958,Mailing,P.O. Box 8067,,,Tumacacori,AZ,85640,USA,2021-11-29
857654,2959,Physical,2083 Main St,,,Tupelo,MS,38801,USA,2022-12-10
857655,2959,Mailing,2680 Natchez Trace Parkway,,,Tupelo,MS,38804,USA,2022-12-10
857656,2956,Physical,1616 Chappie James Ave.,,,Tuskegee,AL,36083,USA,2022-11-01
857658,2960,Physical,25 Tuzigoot Rd,,,Clarkdale,AZ,86324,USA,2021-11-29
857659,2960,Mailing,P.O. Box 219,,,Camp Verde,AZ,86322,USA,2021-11-29
857660,2961,Physical,7400 Grant Road,,,St. Louis,MO,63123,USA,2022-12-10
857661,2962,Physical,274 River Road,,,Beach Lake,PA,18405,USA,2021-09-23
857662,14515,Physical,39201 New Mexico Highway 4,,,Jemez Springs,NM,87025,USA,2021-09-23
857663,14515,Mailing,PO Box 359,,,Jemez Springs,NM,87025,USA,2021-09-23
857664,2964,Physical,1400 North Outer Line Drive,,,King of Prussia,PA,19406,USA,2022-11-22
857665,13987,Physical,81 Vanderbilt Park Road,,,Hyde Park,NY,12538,USA,2021-11-29
857666,13987,Mailing,4097 Albany Post Road,,,Hyde Park,NY,12538,USA,2021-11-29
857667,2966,Physical,3201 Clay Street,,,Vicksburg,MS,39183,USA,2021-11-29
857668,13988,Physical,5 Henry Bacon Drive NW,,,Washington,DC,20002,USA,2021-11-29
857669,13988,Mailing,900 Ohio Drive SW,,,Washington,DC,20024,USA,2021-11-29
857670,2967,Physical,1300 Cruz Bay Creek,,,St. John,VI,00830     ,USA,2021-09-23
857671,5445,Physical,Hurrican Hole,,,St. John,VI,00830     ,USA,2021-09-23
857672,5445,Mailing,1300 Cruz Bay Creek,,,St. John,VI,00830     ,USA,2021-09-23
857673,2970,Physical,Voyageurs National Park Headquarters,360 Hwy 11 East,,International Falls,MN,56649,USA,2021-09-23
857674,14514,Physical,6220 Steinbeck Bend Drive,,,Waco,TX,76708,USA,2021-09-23
857675,2972,Physical,3 Walnut Canyon Road,,,Flagstaff,AZ,86004,USA,2021-12-29
857676,2972,Mailing,6400 U.S. 89,,,Flagstaff,AZ,86004,USA,2021-12-29
857677,2973,Physical,135 Murray Blvd.,Ste. 100,,Hagatna,GU,96910,USA,2021-09-23
857678,13989,Physical,2 15th St. NW,,,Washington,DC,200024,USA,2021-11-30
857679,13989,Mailing,900 Ohio Drive SW,,,Washington,DC,20024,USA,2021-11-30
857680,13538,Physical,Washington-Rochambeau National Historic Trail,Make requests of Trail Administrator at Johnny_Carawan@NPS.gov,1400 North Outer Line Drive,King of Prussia,PA,19406,USA,2021-09-23
857681,2971,Physical,"18555 Hwy 47A, Ste. A",,,Cheyenne,OK,73628,USA,2021-09-23
857682,2975,Physical,735 Nod Hill Road,,,Wilton,CT,06897     ,USA,2021-11-29
857683,12738,Physical,1400 Main Street,,,Wheeling,WV,26003,USA,2021-09-23
857684,2977,Physical,14412 Kennedy Memorial Drive,,,Whiskeytown,CA,96095,USA,2021-11-29
857685,2977,Mailing,P.O. Box 188,,,Whiskeytown,CA,96095,USA,2021-11-29
857686,2979,Physical,19955 Hwy 70 W,,,Alamogordo,NM,88310,USA,2021-11-29
857687,2979,Mailing,PO Box 1086,,,Holloman AFB,NM,88330,USA,2021-11-29
857688,2978,Physical,328 Whitman Mission Road,,,Walla Walla,WA,99362,USA,2021-11-29
857689,13990,Physical,2038 Auburn Avenue,,,Cincinnati,OH,45219,USA,2021-09-23
857690,2981,Physical,6424 W. Farm Road 182,,,Republic,MO,65738,USA,2022-11-01
857691,2980,Physical,26611 US Highway 385,,,Hot Springs,SD,57747,USA,2021-09-23
857692,14516,Physical,719 South King Street,,,Seattle,WA,98104,USA,2021-09-23
857693,3134,Physical,1551 Trap Road,,,Vienna,VA,22182-1643,USA,2021-11-29
857694,2983,Physical,136 Fall Street,,,Seneca Falls,NY,13148,USA,2021-11-29
857695,13991,Physical,1750 Independence Ave. SW,,,Washington,DC,20024,USA,2021-11-29
857696,13991,Mailing,900 Ohio Drive SW,,,Washington,DC,20024,USA,2021-11-29
857699,2986,Physical,Wrangell-St. Elias National Park & Preserve,Mile 106.8 Richardson Highway,,Copper Center,AK,99573,USA,2021-09-23
857700,2986,Mailing,Wrangell-St. Elias National Park & Preserve,PO Box 439,Mile 106.8 Richardson Highway,Copper Center,AK,99573,USA,2021-09-23
857701,2985,Physical,1000 North Croatan Highway,,,Kill Devil Hills,NC,27948,USA,2022-01-13
857702,2985,Mailing,Wright Brothers National Memorial,1401 National Park Drive,,Manteo,NC,27954,USA,2022-01-13
857703,2987,Physical,25137 N. Sunset Crater-Wupatki Loop Rd.,,,Flagstaff,AZ,86004,USA,2021-12-23
857704,2987,Mailing,6400 U.S. 89,,,Flagstaff,AZ,86004,USA,2021-12-23
857705,2988,Physical,2 Officers Row,Yellowstone National Park Headquarters,,Yellowstone National Park,WY,82190,USA,2021-12-04
857706,2988,Mailing,PO Box 168,,,Yellowstone National Park,WY,82190-0168,USA,2021-12-04
857707,13992,Physical,Yorktown Battlefield,1000 Colonial Parkway,,Yorktown,VA,23690,USA,2022-10-25
857708,13992,Mailing,Colonial National Historical Park - Yorktown Battlefield,P.O. Box 210,,Yorktown,VA,23690,USA,2022-10-25
857711,2993,Physical,Off County Rd 20.5,,,Cortez,CO,81321,USA,2022-11-24
857712,2993,Mailing,PO Box 8,,,Mesa Verde,CO,81330,USA,2022-11-24
857713,2992,Physical,West end of 1st Avenue,,,Eagle,AK,99738,USA,2022-12-10
857714,2992,Mailing,P.O. Box 167,,,Eagle,AK,99738,USA,2022-12-10
857715,2994,Physical,Zion National Park,1 Zion Park Blvd.,State Route 9,Springdale,UT,84767,USA,2022-11-28
857716,2570,Physical,Appomattox Court House National Historical Park,239 George Peers Drive,,Appomattox,VA,24522,USA,2021-09-23
857717,2570,Mailing,Appomattox Court House National Historical Park,P.O. Box 218,,Appomattox,VA,24522,USA,2021-09-23
857718,14435,Physical,Arabia Mountain National Heritage Area,3350 Klondike Road,,Lithonia,GA,30038,USA,2021-09-23
857719,2576,Physical,7206 National Seashore Lane,,,Berlin,MD,21811,USA,2021-11-29
857720,2578,Physical,25216 Ben Reifel Road,,,Interior,SD,57750,USA,2022-10-24
857721,2578,Mailing,PO Box 6,,,Interior,SD,57750,USA,2022-10-24
857722,2586,Mailing,33100 Tamiami Trail East,,,Ochopee,FL,34141,USA,2022-07-21
857723,2593,Physical,Milepost 384,,,Asheville,NC,28803,USA,2021-11-30
857724,2593,Mailing,199 Hemphill Knob Rd,,,Asheville,NC,28803,USA,2021-11-30
857725,2599,Physical,Highway 63,Bryce Canyon National Park,,Bryce,UT,84764,USA,2021-11-29
857726,2599,Mailing,P.O Box 640201,,,Bryce,UT,84764,USA,2021-11-29
857727,13524,Physical,1368 Colonial Parkway,,,Jamestown,VA,23081,USA,2021-11-29
857728,2624,Physical,Cedar Breaks National Monument,4730 South Highway 148,,Brian Head,UT,84719,USA,2022-04-03
857729,2624,Mailing,Cedar Breaks National Monument: Administrative Office,2390 West Highway 56,Suite #11,Cedar City,UT,84720,USA,2022-04-03
857730,2628,Physical,1808 CR 7950,,,Nageezi,NM,87037,USA,2021-11-29
857731,2628,Mailing,PO Box 220,,,Nageezi,NM,87037,USA,2021-11-29
857732,3137,Physical,1750 Forest Drive,Suite 140,,Annapolis,MD,21401     ,USA,2022-10-07
857733,2645,Physical,Cowpens National Battlefield,4001 Chesnee Hwy,,Gaffney,SC,29341,USA,2021-11-29
857734,2645,Mailing,Cowpens National Battlefield,338 New Pleasant Road,,Gaffney,SC,29341,USA,2021-11-29
857735,2650,Physical,113 St. Marys St W,,,St. Marys,GA,31558,USA,2022-11-22
857736,2650,Mailing,101 Wheeler St,,,St. Marys,GA,31558,USA,2022-11-22
857737,2652,Physical,6947 Riverview Road,,,Peninsula,OH,44264,USA,2021-09-23
857738,2652,Mailing,15610 Vaughn Road,,,Brecksville,OH,44141,USA,2021-09-23
857739,2665,Physical,40001 SR-9336,,,Homestead,FL,33034,USA,2021-11-29
857740,2669,Physical,151 Hwy 76,,,Harpers Ferry,IA,52146,USA,2022-04-12
857741,2677,Physical,40001 State Road 9336,,,Homestead,FL,33034,USA,2021-09-23
857742,2677,Mailing,40001 State Road 9336,,,Homestead,FL,33034,USA,2021-09-23
857743,2681,Physical,120 Laurel Street,,,Patchogue,NY,11772,USA,2021-11-29
857744,2698,Physical,Fort Point National Historic Site,"Building 999, Marine Drive",,San Francisco,CA,94129,USA,2021-09-23
857745,2698,Mailing,Fort Point National Historic Site,"Building 201, Fort Mason",,San Francisco,CA,94123,USA,2021-09-23
857746,2699,Physical,U.S. Highway 80,,,Savannah,GA,31410,USA,2021-11-29
857747,2699,Mailing,P.O. Box 30757,,,Savannah,GA,31410,USA,2021-11-29
857748,2709,Physical,13551 Fort Washington Road,,,Fort Washington,MD,20744,USA,2021-11-30
857749,2726,Physical,1 Park Road,,,Gustavus,AK,99826,USA,2021-09-23
857750,2726,Mailing,Glacier Bay National Park & Preserve,PO Box 140,,Gustavus,AK,99826,USA,2021-09-23
857751,2727,Physical,691 Scenic View Rd,,,Page,AZ,86040,USA,2022-11-01
857752,2727,Mailing,PO Box 1507,,,Page,AZ,86040,USA,2022-11-01
857753,13936,Physical,6200 North 22300 West,,,"Promontory, Utah",UT,84307,USA,2021-11-29
857754,13936,Mailing,P. O. Box 897,,,Brigham City,UT,84302,USA,2021-11-29
857755,13525,Physical,103 Headquarters Loop,,,Moose,WY,83012,USA,2021-11-29
857756,13525,Mailing,P.O. Box 170,,,Moose,WY,83012,USA,2021-11-29
857757,2753,Physical,1 Crater Rim Drive,,,Hawaii National Park,HI,96718,USA,2022-12-10
857758,2753,Mailing,P.O. Box 52,,,Hawaii National Park,HI,96718,USA,2022-12-10
857759,13945,Physical,114 Estates Lane,,,Hyde Park,NY,12538,USA,2021-11-29
857760,13945,Mailing,4097 Albany Post Rd,,,Hyde Park,NY,12538,USA,2021-11-29
857761,2759,Physical,8523 West State Highway 4,,,Beatrice,NE,68310,USA,2021-09-23
857762,2759,Mailing,8523 West State Highway 4,,,Beatrice,NE,68310,USA,2021-09-23
857763,2766,Physical,599 Market Street,,,Philadelphia,PA,19106,USA,2021-09-23
857764,2767,Physical,1215 SR-49,,,Porter,IN,46304,USA,2022-12-01
857765,2769,Physical,800 East Lakeshore Drive,,,Houghton,MI,49931,USA,2022-05-20
857766,2783,Physical,"440 Civic Center Plaza, Suite 300",,,Richmond,CA,94804,USA,2021-09-23
857767,2799,Physical,1 Park Place,,,Port Alsworth,AK,99653,USA,2021-09-01
857768,2799,Mailing,General Delivery,,,Port Alsworth,AK,99653,USA,2021-09-01
857769,13963,Physical,103 Orchard Street,,,New York,NY,10002,USA,2022-04-14
857770,2814,Physical,100 Ladybird Lane,,,Johnson City,TX,78636,USA,2022-12-10
857771,2814,Mailing,P.O. Box 329,,,Johnson City,TX,78636,USA,2022-12-10
857772,2824,Physical,Mile .7 Headquarters Loop Road,,,Mesa Verde National Park,CO,81330,USA,2022-11-25
857773,2824,Mailing,PO Box 8,,,Mesa Verde National Park,CO,81330,USA,2022-11-25
857774,2829,Physical,2800 Montezuma Castle Road,,,Camp Verde,AZ,86322,USA,2021-11-29
857775,2829,Mailing,P. O. Box 219,,,Camp Verde,AZ,86322     ,USA,2021-11-29
857776,2866,Physical,Muir Woods National Monument,1 Muir Woods Rd,,Mill Valley,CA,94941,USA,2022-11-01
857777,2874,Physical,33 William Street,,,New Bedford,MA,02740     ,USA,2021-11-29
857778,2889,Physical,93 Delaware Avenue,,,Put-in-Bay,OH,43456,USA,2021-09-23
857779,2889,Mailing,PO Box 549,,,Put-in-Bay,OH,43456,USA,2021-09-23
857780,2856,Physical,1 Park Road,,,Petrified Forest,AZ,86028,USA,2022-10-20
857781,2856,Mailing,Petrified Forest National Park,P.O. Box 2217,Attn.:,Petrified Forest,AZ,86028-2217,USA,2022-10-20
857782,2900,Physical,Rainbow Bridge National Monument,Forbidding Canyon,,Lake Powell,UT,00000     ,USA,2021-09-23
857783,2900,Mailing,c/o Glen Canyon National Recreation Area,PO Box 1507,691 Scenic View Dr,Page,AZ,86040,USA,2021-09-23
857784,2902,Physical,3215 E.,,,Richmond,VA,23219,USA,2021-09-23
857785,2902,Mailing,3215 E. Broad Street,,,Richmond,VA,23223,USA,2021-09-23
857786,2915,Physical,2905 Hyde Street,,,San Francisco,CA,94109,USA,2021-09-23
857787,2915,Mailing,"2 Marina Boulevard,","Building E, 2nd Floor",,San Francisco,CA,94123,USA,2021-09-23
857788,2927,Physical,648 Route 32,,,Stillwater,NY,12170,USA,2021-11-29
857789,2957,Physical,1212 West Montgomery Road,,,Tuskegee Institute,AL,36088,USA,2021-09-23
857791,15112,Default,2200 E Palisade Dr.,PO Box 650070,,Sterling,UT,84665,USA,2020-12-09
857792,15152,Default,496 E. Main,,,Vernal,UT,84078,USA,2020-12-09
857793,14528,Default,PO Box 609,,,Moab,UT,84532,USA,2020-12-09
857794,15101,Default,50 W. Capitol Ave,,,Fillmore,UT,84631,USA,2020-12-09
857795,15100,Default,4400 Center St.,,,Provo,UT,84601,USA,2020-12-09
857796,15147,Default,13312 West 1075 South,PO Box 440,,Magna,UT,84044,USA,2020-12-09
857797,15113,Default,405 W. 300 S. ,,,Hyrum,UT,84319,USA,2020-12-09
858214,2610,Mailing,National Capital Parks-East,1900 Anacostia Drive SE,,Washington,DC,20020,USA,2021-09-23
858633,3118,Default,Rio Puerco Field Office,100 Sun Avenue NE ,Suite 330,Albuquerque,NM,87109,USA,2021-09-13
858634,3118,Default,Rio Puerco Field Office ,,,,NM,,USA,2021-09-13
858635,12737,Mailing,1416 E Main St,,,Murfreesboro,TN,37132,USA,2021-09-23
859338,13962,Mailing,67 Kirk Street,,,Lowell,MA,01852     ,USA,2022-11-05
860321,14909,Mailing,P.O. Box 1719,,,Beaufort,SC,29901,USA,2021-09-23
860597,16489,Default,Highway 55,,,Banks,ID,83602,USA,2021-09-01
860736,120,Default,Bonneville County Parks & Recreation Department,County Courthouse,,Idaho Falls,ID,83402,USA,2020-12-09
861,1789,Default,Wenatchee Field Office,915 N. Walla Walla," ",Wenatchee,WA,98801,USA,2021-09-01
861172,13965,Mailing,Mary McLeod Bethune Council House National Historic Site,1318 Vermont Avenue NW,,Washington,DC,20005,USA,2021-09-23
861771,16490,Default,BLM Challis Field Office,"721 East Main Avenue, Suite 8",,Challis,ID,83226,USA,2021-09-01
862637,16494,Default,Pocatello Field Office,4350 Cliffs Drive,,Pocatello,ID,83204,USA,2021-10-07
865416,16508,Default,Bureau of Land Management,El Centro Field Office,1661 South 4th Street,El Centro,CA,92243,USA,2022-01-02
865556,16509,Default,Coos Bay District Office,1300 Airport Lane,,North Bend,OR,97459,USA,2022-10-21
865557,16510,Default,Coos Bay District Office,1300 Airport Lane,,North Bend,OR,97459,USA,2021-09-23
865559,16511,Default,Upper Snake Field Office,1405 Hollipark Drive,,Idaho Falls,ID,,USA,2021-09-23
865560,16512,Default,3815 N Schreiber Way,,,Coeur d'Alene,ID,83815,USA,2021-09-01
865561,16513,Default,3815 N Schreiber Way,,,Coeur d'Alene,ID,83815,USA,2021-09-01
865562,16514,Default,3815 N Schreiber Way,,,Coeur d'Alene,ID,83815,USA,2021-09-01
865563,16515,Default,3815 N Scrieber Way,,,Coeur d'Alene,ID,83815,USA,2021-09-01
865564,16516,Default,3815 N Schreiber Way,,,Coeur d'Alene,ID,83815,USA,2021-09-01
865565,16519,Default,3815 N Schreiber Way,,,Coeur d'Alene ,ID,83815,USA,2021-09-01
865566,16520,Default,3815 N Schreiber Way,,,Coeur d'Alene,ID,83815,USA,2021-09-01
865567,16522,Default,Eastern Interior Field Office ,222 University Avenue,,Fairbanks,AK,99709,USA,2021-09-23
865722,16525,Default,Lower Sonoran Field Office,21605 N. 7th Ave.,,Phoenix,AZ,85027,USA,2021-09-01
865724,16527,Default,Bureau of Land Management,Eagle Lake Field Office,2550 Riverside Drive,Susanville ,CA,96130,USA,2021-09-01
865873,16530,Default,Bureau of Land Management,Little Snake Field Office,455 Emerson Street,Craig,CO,81625,USA,2021-09-01
865874,16531,Default,Bureau of Land Management,Little Snake Field Office,455 Emerson Street,Craig,CO,81625,USA,2021-09-01
865875,16532,Default,,,,Butte,MT,,USA,2021-09-01
866411,16533,Default,Tres Rios Field Office,29211 Highway 184,,Dolores,CO,81323,USA,2021-09-01
866412,16534,Default,Tres Rios Field Office,29211 Highway 184,,Dolores,CO,81323,USA,2021-09-01
866413,16535,Default,San Luis Valley Field Office,1313 East Highway 160,,Monte Vista,CO,81144,USA,2021-09-01
866414,16536,Default,San Luis Valley Field Office,1313 E. Highway 160,,Monte Vista ,CO,81144,USA,2021-09-01
866415,16537,Default,Kremmling Field Office,2103 East Park Avenue,,Kremmling,CO,80459,USA,2021-09-23
866417,16539,Default,Colorado River Valley Field Office,2300 River Frontage Road,,Silt,CO,81652,USA,2021-09-01
866418,16540,Default,,,,Gunnison,CO,81230,USA,2021-09-23
866419,16541,Default,Uncompahgre Field Office: 2465 South Townsend Avenue,"Montorese, 81401",Tres Rios Field Office: 29211 Highway 184,Dolores,CO,81323,USA,2021-10-07
866420,16543,Default,Grand Junction Field Office,2815 H road,,Grand Junction,CO,81506,USA,2021-09-01
866589,16545,Default,,,,,AZ,,USA,2021-09-01
866592,16548,Default,Colorado River Valley Field Office,2300 River Frontage Road,,Silt,CO,81652,USA,2022-08-22
866594,16550,Default,Central Montana District Office,Lewistown Field Office,920 NE Main St.,Lewistown,MT,59457,USA,2021-09-01
866595,16551,Default,Central Montana District Office,Lewistown Field Office,920 NE Main,Lewistown,MT,59457,USA,2021-09-01
866596,16552,Default,Central Montana District Office,Lewistown Field Office,920 NE Main,Lewistown,MT,59457,USA,2021-09-01
866605,16556,Default,455 Emerson Street,,,Craig,CO,81625,USA,2021-09-01
866608,16559,Default,455 Emerson Street,,,Craig,CO,81625,USA,2021-09-01
866609,16560,Default,455 Emerson Street,,,Craig,CO,81625,USA,2021-09-01
866611,16562,Default,,,,,CO,,USA,2021-09-01
866612,16563,Default,San Luis Valley Field Office,1313 E. Highway 160,,Monte Vista,CO,81144,USA,2021-09-01
866616,16567,Default,White River Field Office,220 E. Market Street ,,Meeker,CO,81641,USA,2021-09-01
866617,16568,Default,2815 H road,,,Grand Junction ,CO,81506,USA,2021-09-01
866784,16569,Default,Billings Field Office,5001 Southgate Drive,,Billings,MT,59101,USA,2022-03-09
866785,16570,Default,Billings Field Office ,5001 Southgate Drive,,Billings,MT,59101,USA,2021-09-01
866786,16571,Default,Dillon Field Office,1005 Selway Drive,,Dillon,MT,59725,USA,2021-09-01
866787,14925,Default,Challis Field Office,,,,ID,,USA,2021-09-01
866788,16572,Default,Bureau of Land Management,Redding Field Office,6640 Lockheed Drive,Redding,CA,96002,USA,2022-02-18
866790,16574,Default,Bureau of Land Management,Redding Field Office,6640 Lockheed Drive,Redding,CA,96002,USA,2021-09-01
866791,16575,Default,Bureau of Land Management,6640 Lockheed Drive,,Redding,CA,96002,USA,2021-09-01
866792,16576,Default,Bureau of Land Management,Ukiah Field Office,"2550 North State Street, Suite 2",Ukiah,CA,95482,USA,2021-09-01
866793,16577,Default,Grand Junction Field Office,2815 H road,,Grand Junction ,CO,81506,USA,2021-09-01
866794,16578,Default,Bureau of Land Management,Little Snake Field Office,455 Emerson Street,Craig,CO,81625,USA,2021-09-01
866795,16579,Default,Grand Junction Field Office,2815 H Road,,Grand Junction,CO,81506,USA,2021-09-01
866796,16580,Default,,,,Grand Junction ,CO,,USA,2021-09-01
866797,16581,Default,Bureau of Land Management ,Grand Junction Field Office,2815 H Road,Grand Junction,CO,81506,USA,2021-09-01
866798,16582,Default,Bureau of Land Management,Grand Junction Field Office,2815 H Road,Grand Junction,CO,81506,USA,2022-03-09
866940,16583,Default,,,,Fruita,CO,,USA,2021-09-01
866942,16586,Default,Grand Junction Field Office,2815 H Road,,Grand Junction,CO,81506,USA,2021-09-01
866943,16587,Default,San Luis Valley Field Office,1313 E. Highway 160,,Monte Vista,CO,81144,USA,2021-09-24
866944,16588,Default,Grand Junction Field Office,2815 H road,,Grand Junction,CO,81506,USA,2021-09-01
866945,16589,Default,Colorado  River Valley Field Office ,2300 River Frontage Road,,Silt,CO,81652,USA,2021-09-01
866946,16590,Default,Missoula Field Office,3255 Fort Missoula Road,,Missoula,MT,59804,USA,2022-05-31
866947,16591,Default,Missoula Field Office,3255 Fort Missoula Road,,Missoula,MT,59804,USA,2021-09-23
867,1810,Default,,,,Spring Creek,NV,89815,USA,2021-09-01
867119,16595,Default,Challis Field Office,411 Clinic Road,,,ID,83226,USA,2021-09-01
867563,16597,Default,Miles City Field Office,111 Garryowen Rd,,"  Miles City",MT,59301,USA,2021-09-01
867564,16598,Default,Jumbo Way,,,Washoe Valley,NV,89704,USA,2021-09-01
867565,16599,Default,5665 Morgan Mill Road,,,Carson City,NV,89701,USA,2021-09-01
867566,16600,Default,Eastern Interior Field Office,Access at Milepost 57.1 on Elliot Highway,,Fairbanks,AK,,USA,2022-09-06
867567,16601,Default,Eastern Interior Field Office,"Access at Colorado Creek Trailhead, Milepost 57.1, Elliot Highway",,Fairbanks,AK,,USA,2021-09-01
867569,16603,Default,Uncompahgre Field Office,2465 South Townsend Avenue,,Montrose,CO,81401,USA,2021-09-01
867570,16604,Default,Uncompahgre Field Office,2465 South Townsend Avenue,,Montrose,CO,81401,USA,2021-09-01
867714,16605,Default,Eastern Interior Field Office,"Eagle Summit Wayside, Milepost 107.1 Steese Highway",,Fairbanks,AK,,USA,2021-09-01
867721,16606,Default,Glenallen Field Office,"Access either end at Paxson, AK or Cantwell, AK",,,AK,,USA,2021-09-01
867722,141,Default,Bureau of Land Management,Fairbanks District Office," 1150 University Avenue",Fairbanks,AK,99709,USA,2022-06-17
867723,141,Default,Central Yukon Field Office ,,,,AK,,USA,2022-06-17
867724,16607,Default,Medford District Office,3040 Biddle Road ,,Medford,OR,97504,USA,2021-09-01
867725,16608,Default,Glenallen Field Office,Richardson Highway (AK-4),,Glenallen,AK,,USA,2021-09-01
867726,16609,Default,Grants Pass Interagency Office,2164 NE Spalding Avenue ,,Grants Pass,OR,97526,USA,2021-09-01
867727,16610,Default,Taos Field Office,Wild Rivers Visitor Center,1120 Cerro Road,Cerro,NM,87519,USA,2021-09-01
867729,16612,Default,Tucson Field Office,3201 E. Universal Way,,Tucson,AZ,85756,USA,2021-09-01
867730,16613,Default,Medford District Office,3040 Biddle Road ,,Medford,OR,97504,USA,2022-06-30
867731,16614,Default,Grants Pass Interagency Office,2164 NE Spalding Avenue ,,Grants Pass,OR,97526,USA,2021-09-23
867733,16618,Default,,,,Ajo,AZ,,USA,2021-09-01
867734,16619,Default,Tucson Field Office,3201 E. Universal Way,,Tucson,AZ,85756,USA,2022-04-18
867736,16621,Default,Lower Sonoran Field Office,21605 N. 7th Ave,,Phoenix,AZ,85027,USA,2021-09-01
867737,16622,Default,Lower Sonoran Field Office,21605 North 7th Ave,,Phoenix,AZ,85027,USA,2021-09-01
867739,16625,Default,Glenallen Field Office,"Denali Highway, milepost 19.5",,Paxson,AK,,USA,2021-09-01
867742,16627,Default,Glenallen Field Office,"Tangle Lakes Campground, Milepost 21.5",,Paxson,AK,,USA,2021-09-01
867743,16628,Default,Glenallen Field Office,Denali Highway milepost 131,,Cantwell,AK,,USA,2021-09-01
867884,16629,Default,Tucson Field Office,3201 E. Universal Way,,Tucson,AZ,85756,USA,2021-09-01
867887,16631,Default,Glenallen Field Office,Milepost 169.5 Richardson Highway (AK-4),,Paxson,AK,,USA,2021-09-01
867888,16634,Default,Glenallen Field Office,Milepost 61.8 Richardson Highway,,Tonsina,AK,,USA,2021-09-01
867903,16635,Default,Battle Mountain District,50 Bastian Road,,Battle Mountain ,NV,89820,USA,2021-09-01
867904,16636,Default,Glenallen Field Office,Milepost 47 on Richardson Highway (AK-4),,Tonsina,AK,,USA,2021-09-01
867905,16637,Default,Glenallen Field Office,Milepost 101.5  Richardson Highway,,Copper Center,AK,,USA,2021-09-01
867906,16638,Default,Glenallen FIeld Office,Milepost 217.3 Richardson Highway,,Delta Junction,AK,,USA,2022-04-07
867907,16639,Default,Glenallen Field Office,(Milepost 12.3 S. Edgerton Hwy)Highway (AK-10),,Chitina,AK,,USA,2021-09-01
867909,16642,Default,Eastern Interior Field Office ,Mile 27.7 on the Elliott Highway ,,Fairbanks,AK,,USA,2021-09-01
867914,16643,Default,Glenallen Field Office,Milepost 23.5 S. Edgerton Hwy,,Chitina,AK,,USA,2021-09-01
867915,16645,Default,Northwest Oregon District Office,1717 Fabry Road SE,,Salem,OR,97306,USA,2022-06-24
867916,16647,Default,Dillon Field Office,1005 Selway Dr.,,Dillon,MT,59725,USA,2021-09-01
867917,16648,Default,Glenallen Field Office,Milepost 141 Richardson Highway,,Gulkana,AK,,USA,2021-09-01
867918,16651,Default,Havre Field Office,3990 Highway 2 West,,Havre,MT,59501,USA,2021-09-01
